review,rating,gym,branch,length,year
"one of the best pilates reformers intro classes i have attended by rozanne, she was so helpful and everything was paced really well. she will walk around and guide you and correct you if your form is wrong which i really personally love. honestly wished class could've been longer, would definitely attend more of her classes in the future! :)",5,Virgin Active,Tanjong Pagar,343,2023
"rozanne y.s class was super good! honestly have been to quite a few studios and shes really by far the best!! super hands on, correcting everyones posture and making sure were on track doing it right. shes engaging, funny and friendly too. will defo book her classes in the future :)",5,Virgin Active,Tanjong Pagar,283,2023
"Jessica T is the best yoga instructor I have been under, and over the years, I have been under several. Since I started attending her class just over a year ago, I can feel my physical and cerebral health getting better. Jessica's class is a must to find.",5,Virgin Active,Tanjong Pagar,255,2023
"Attended Jessica Ts yoga calm today...loved the well curated sequence....love it,,",5,Virgin Active,Tanjong Pagar,82,2023
Had a great Yoga class with Jessica T....always loved her class,5,Virgin Active,Tanjong Pagar,63,2023
"I am a Yoga lover and i find that Lynne Soon yoga classes is great!!! She brings positive energy and strong vibes to her classes every time, as I can feel it while practicing with her (which brings me coming back for more!).

She gets down into proper alignment of basic poses and also breakdown into small poses to get into advance poses seamlessly! She also curates sequences that is easy to flow but yet challenging. Her cues are very soothing clear.

Thanks Lynne!",5,Virgin Active,Tanjong Pagar,468,2023
"Been doing yoga for years.... But Jessica is one of the best instructors I have come across. Good flow in her sequence, simple instructions... whether you are a beginner or advanced yogi, her class will challenge you regardless. ",5,Virgin Active,Tanjong Pagar,229,2023
"Recently I went to flow yoga with teacher Clarissa and loved it  very attentive instructor, creative class and great music selection also   will definitely come again ",5,Virgin Active,Tanjong Pagar,167,2023
"Always had a wonderful experience with Hayley! Her knowledge in yoga, guided me well. Love the way she cue with her grounded voice. Her strictness in poses make me want to work harder. Always leave the class feeling great! Thank you Hayley ",5,Virgin Active,Tanjong Pagar,240,2023
"Ever since VA Marina One stopped offering yoga lessons, I've made it a point to visit the Tanjong Pagar branch weekly for Hayley Chen's yoga lessons. This is despite the fact that the facilities and showers are much cleaner and newer at MO (more on this later).

I appreciate how Hayley goes above and beyond for her students (of varying levels of proficiency). She is proactive and professional, demonstrating and actively checking our postures. I've never seen her be late for class and she is amicable to both club members and those on Classpass. I love the playlists she personally curates for her lessons - I've saved it into my Spotify - as the music really sets the ambience for the yoga session. Classes are NEVER stopped short ahead of time and she is always happy to provide her advice and guidance whenever approached.

Being a rather tall person who's never had exposure to flexibility or mobility exercises, I was always stiff and could never bend over to touch the ground. It was only after I started practising yoga with Hayley - who was so accepting of the newbie me - that my flexibility improved. My fingers are now able to reach the ground. I know I'm still a WIP but I am forever grateful!

Would not have given anything short of 5 stars for Hayley but I'm deducting 1 star because the upkeep of VA Tanjong Pagar isn't really good. Toilet cubicles are often out of toilet paper. As for the shower cubicles, it's not uncommon that the shower gel/shampoo runs out, or that the water flow/pressure is less than ideal. I'm not trying to nitpick, but for a monthly membership fee ranging in the hundreds, I would expect a better quality.

Nevertheless, overall, I'm a pleased member and will continue to visit VA TP for my yoga classes with Hayley. Keep up the good work!",4,Virgin Active,Tanjong Pagar,1786,2023
"I've tried most gyms/classes in Tanjong Pagar and the classes here are my favourite! Staff are super lovely.

Huge Shoutout to Hayley for Pilates!! I love her Friday and Saturday classes. Her classes are fun and make me work really hard hard. It's made me exercise more often ",5,Virgin Active,Tanjong Pagar,276,2023
Been a member for the past 2 years and I really enjoy coming to this gym. Staff are friendly and always helpful. Ive enjoy Jessicas yoga classes she makes every session challenging and somehow fun My fitness has increased noticeably and I look forward to her classes. Keep up the great work ,5,Virgin Active,Tanjong Pagar,291,2023
"Great yoga classes to stretch and sweat and take a break from work with the yoga team- Georgia, Hayley, Jessica, Lynn, and Mervyn. Been going for almost 4years here ",5,Virgin Active,Tanjong Pagar,165,2023
"First they changed to new mats and now they have new blankets in the yoga studios!!!! Yippee!

And a special shout-out to one of my favourite instructors Georgia, a very pleasant, dedicated and experienced yoga teacher in VA. ( now a reformer instructor too!)

I have been attending her classes for 2 years and I have seen myself improving leaps and bounds from her guidance.

Her instructions are very clear and easy to follow. Great for newbies who want to try out yoga for the first time!",5,Virgin Active,Tanjong Pagar,491,2023
Justine arranged a tour for me and it was a great experience. The gym is nicely maintained and has a variety of equipments. I immediately signed up for membership!,5,Virgin Active,Tanjong Pagar,163,2023
Don't usually write reviews but Iqmal from Tanjong needs to be recognized more for his abilities and professionalism. If you are looking for actual results and want to get your money's worth go to him ,5,Virgin Active,Tanjong Pagar,201,2023
"Overall experience was very nice, Jo in particular was very helpful in showing us around. me and my friend really love the experience and would recommend her to anyone looking to know more about the gym. thanks Jo for the help! 10/10",5,Virgin Active,Tanjong Pagar,233,2023
"Justine Orlanda is a relationship whisperer! Her guidance at Virgin Active is invaluable. With her expert advice, I rediscovered i am more than capable. Her caring approach and insightful suggestions have truly made a positive impact in this journey. Highly recommend!!!",5,Virgin Active,Tanjong Pagar,270,2023
"Signed up in June and Im loving the classes so much! Daniel is very responsive and patient to my questions all the time. Best service ever!

Tanjong Pagar VA yoga classroom(or is it the mat?) has a bad smell though, I attended one time and never went back again.. hope there will be some improvement",4,Virgin Active,Tanjong Pagar,299,2023
"@Rudy Rahman top personal trainer. Knowledgeable, energetic, fun. Trained with him for last 2 years with great results. Highly recommend.",5,Virgin Active,Tanjong Pagar,137,2023
"to cancel my membership, i called VA 3 times, i get promised on the call that my membership is going to be canceled on the first call and it didn't happen, my account continue get billed. I called second time and was told i gonna have my cancellation and refund, and i never get any refund. I called third time they say the manager is busy, will call me back. now Im waiting in blind for a call back hoping to get some resolution that they probably won't even deliver.

Very confusing how an organisation can just give fake promise all the time, very unreliable customer service.",1,Virgin Active,Tanjong Pagar,579,2023
"A year ago, I was apprehensive about attending class for the first time (afraid of being embarrassed, cannot follow etc) but the instructors for the reformer pilates classes are exceptional! And I must say, i have become so addicted I cannot stop going! Special callout to Rozanne who is very energetic and her playlist is so on point! I also enjoy Fen, Hayley and Celinas classes. They never fail to make me sweat buckets! If there is something to improve on, I would say the toilet paper needs to be replenished more often. Due to high usage, it runs out very quickly.",5,Virgin Active,Tanjong Pagar,570,2023
"Negative
Professionalism",1,Virgin Active,Tanjong Pagar,24,2023
Excellent service and positive vibes from reception to locker/towel management team. Efficient and fair booking system for classes. The salt room is a great place to wind down after body pump. Looking forward to possibly an addition of aerial yoga and barre class to TPC!,4,Virgin Active,Tanjong Pagar,271,2023
"Signed up primarily for reformer pilates class and enjoying every class since then! My go to instructor Rozanne is super patient and makes the class fun, she motivates her students to try out new workouts and is a very good teacher. Her classes are getting way too popular and hard to book, still looking forward to my weekly lessons with her.

Some of the bathroom were clogged and toilets running out of toilet paper which these can be improved.",4,Virgin Active,Tanjong Pagar,447,2023
"Positive 5 star review for Sophia's Saturday pilates class at 1 and 2pm.
Very good and dedicated instructor.

attending her class has helped to built my stability and core strength, especially following a lower back injury that rendered me difficult to do squats and leg exercises.",5,Virgin Active,Tanjong Pagar,281,2023
"Aside from the huge variety of gym equipment, VA offers a lot of great classes for members to try different workout everyday! Also, special shout-out to Rozanne Y for being one of the best Pilates instructors here!

However, the maintenance of ladies toilets can be improved as some of the locks are loose.",4,Virgin Active,Tanjong Pagar,306,2023
"Outstanding Personal Trainer, Syam!

I had the pleasure of working with Syam as my personal trainer at Virgin Active Tanjong Pagar and I can confidently say that he is exceptional in every aspect. From day one, he demonstrated a level of commitment and expertise that truly impressed me. He has an incredible ability to motivate and encourage, making each session enjoyable and rewarding. Not only is he highly knowledgeable about various training techniques, but he also possesses a deep understanding of post workout recovery and nutrition, which he seamlessly incorporates into the fitness program. Beyond his expertise, Syam is genuinely passionate about helping his clients succeed. He would regularly check in with me, offering continuous support and adjustments to the workout plan as needed. His dedication to my progress made me feel like he was invested in my fitness journey as much as I was. Thanks to his guidance and support, Ive not only gained strength and endurance but also improved my overall health and confidence. Syam is undoubtedly one of the best personal gym trainers out there, and I would highly recommend him to anyone looking to achieve their fitness goals effectively and enjoyably.",5,Virgin Active,Tanjong Pagar,1212,2023
"Ive been training with Syam since Feb 2023. Ive never felt stronger and capable. During this time, Ive lost a significant amount of weight (fat) but gained muscle. Syam has been patient with me and supportive through my time with him.

Thanks Syam!",5,Virgin Active,Tanjong Pagar,248,2023
"I like how the gym is only on one floor.

The pool outside the gym need some maintenance.",5,Virgin Active,Tanjong Pagar,89,2023
World class gym with world class facilities. Enjoyed the sauna though I hope I could stay longer in there.,5,Virgin Active,Tanjong Pagar,106,2023
Good gym,5,Virgin Active,Tanjong Pagar,8,2023
It use to be the best gym in Singapore but not anymore. There are plenty of machines that don't work and they haven't fix them in months !,3,Virgin Active,Tanjong Pagar,138,2023
"Tanjong Pagar VA
Since coming to the gym, the facilities are great and the atmosphere is amazing. It really allows for a conducive environment for working out. Since I've also signed up for the Pt sessions, with my trainer being Thapelo. In the span of 3-4 months I was able to gain 4kg of muscles, and learn a lot of new techniques and correct my form for some exercises. Even after our sessions ended, by following the exercise plan he made for me, I was able to lose around 9 kg, but still retain the muscle mass. Overall, it made my gym sessions much more motivating, and I could actually see a lot more results from my sessions.",5,Virgin Active,Tanjong Pagar,633,2023
Is Rudy Singapores best trainer? I am a slightly older male who had a few muscular issues. I trained with Rudy for a year and my physical well-being improved out of sight. His sessions were always positive and interesting helped by his positive outlook on life.I would definitely recommend him as your next PT.,5,Virgin Active,Tanjong Pagar,310,2023
"A Fitness Paradise with Top-Notch Facilities - Virgin Active Tanjong Pagar Review

Rating: 5/5

Virgin Active Tanjong Pagar provides an exceptional fitness experience, with a wide range of amenities and outstanding facilities. Here is a detailed review based on my personal experience:

The spaciousness of Virgin Active Tanjong Pagar immediately sets it apart, offering ample room for members to exercise comfortably. The generous space ensures that workouts are not compromised by overcrowding, providing a pleasant and unrestricted environment for all fitness enthusiasts.

One of the standout features of the facility is the availability of an ice shower and steam room. These luxurious amenities offer a refreshing and rejuvenating experience post-workout, allowing members to relax and unwind. Additionally, the outdoor pool provides a unique opportunity for swimming and aquatic exercises, adding versatility to the fitness routine.

The inclusion of a Himalayan salt room is another highlight of Virgin Active Tanjong Pagar. This innovative addition offers a calming and therapeutic atmosphere, promoting overall well-being. The benefits of salt therapy, combined with the comprehensive fitness offerings, contribute to a holistic and enriching experience for members.

The gyms dedication to providing a wide space for free weights is commendable. It caters to individuals who prioritize strength training and ensures that they have sufficient room to perform their workouts comfortably. This thoughtful provision further enhances the gyms appeal to weightlifting enthusiasts.

The friendly staff at Virgin Active Tanjong Pagar contribute to the positive atmosphere and overall experience. Their helpfulness and approachability create a welcoming environment, fostering a sense of community among members. Additionally, the wide lounge area offers a comfortable space to relax and socialize before or after workouts.

The gyms location near the MRT and its presence at Guoco Tower provide excellent accessibility for commuters and professionals in the area. Being situated near various eating places adds convenience, allowing members to enjoy a well-rounded experience that encompasses fitness and culinary delights.

Furthermore, the clean and well-maintained shower rooms, complete with provided lotions and hair balms, demonstrate the gyms commitment to member satisfaction and comfort. These thoughtful touches elevate the overall experience, ensuring that members feel refreshed and cared for after their workouts.

In conclusion, Virgin Active Tanjong Pagar excels in every aspect, providing a fitness paradise with exceptional facilities and amenities. The spaciousness, ice shower, steam room, outdoor pool, Himalayan salt room, and dedicated free weights area cater to diverse fitness preferences. The friendly staff, wide lounge area, and convenient location further enhance the overall experience. With clean shower rooms and the provision of lotions and hair balms, Virgin Active Tanjong Pagar goes above and beyond to ensure member satisfaction. It truly deserves a top rating of 5/5, and I personally love it.",5,Virgin Active,Tanjong Pagar,3133,2023
"Update: 2023
I have to make a big call out to Rudy Rahman a Personal Trainer who played a pivotal role in my recovery following cervical artificial disc replacement surgery.
I went from having the mobility of a T-Rex to regaining full mobility and strength. Very few PTs are truly skilled in rehabilitation, Rudy is one who most definitely is.

Original review.

A gym that offers state of the art facilities, the gym is clean, the staff are super friendly and helpful. Best club in town.",5,Virgin Active,Tanjong Pagar,488,2023
"A lot of machines under maintenance (stair master has been missing for moths, same for ercolina - still missing today).

Because of that you end up waiting...

Not as premium as the price suggest but still fine.

The staff is really lovely though",4,Virgin Active,Tanjong Pagar,246,2023
Joined Virgin Active at Tanjong Pagar recently and I am enjoying every aspect of it. Classes are amazing and fun and definitely would recommend trying them out! The staff there is really friendly and special thanks to Nicolas Tauvy who has been assisting with me from the start and has made my experience more enjoyable!,5,Virgin Active,Tanjong Pagar,320,2023
"I have been a member of Virgin Active Tanjong Pagar for nearly 4 years now and I must say that being a gym owner myself there is no doubt in my mind that this club delivers the best experience on sooooo many levels to its clients.

being a gym owner in the past its very very tricky to please all clients and upkeep maintenance, the Annual maintenance costs , overheads of housekeeping supplies and rental is a lot of strain for this industry already and while customer experience is crucial in soo many aspects we also must have some compassion before complaining too much about the upkeep of facilities and lack of maintenance when clearly we are members can do our part by being respectful to how we use equipment .

Being mindful of our surroundings and having compassion is enough and free of cost that we can offer, the regular wear and tear of equipment will happen and be maintained.

I have never had a bad experience and maybe if we stick to the purpose a gym provides which is fitness and focus on improving our overall wellness then maybe we can progress beyond complaining.

Yes there is scope for improvement like the clothes provided , they are really weird in size and the color compared to the raffles and marina one branch but overall the experience is very pleasant and consistent performance from the team :-)

Good job guys :-)",5,Virgin Active,Tanjong Pagar,1348,2023
Have been a member for a few months now. The facilities are great and love the classes! The instructors are super professional and encouraging! Nicole from the front office has been super helpful and extremely friendly! Thanks Nicole!,5,Virgin Active,Tanjong Pagar,234,2023
Big workout area.,5,Virgin Active,Tanjong Pagar,17,2023
"As a first-time gym-goer, I must say that my experience at this fitness center has been nothing short of exceptional. From the moment I walked through the doors, I was greeted by a friendly and knowledgeable staff member named Alex.

Alex went above and beyond in showing me around the gym and highlighting all the top-notch facilities available to members. He was patient and attentive as he explained the pros and cons of each membership type, ensuring that I fully understood all the options before making any commitment.

What truly impressed me was Alexs genuine interest in helping me achieve my fitness goals, rather than simply trying to sell me a membership. Unlike other pushy salespeople Ive encountered in the past, Alexs approach was refreshingly authentic and personalized.

Overall, I must say that I am thoroughly impressed with this gym and the top-notch customer service that Alex provided. Thanks again for your assistance!",5,Virgin Active,Tanjong Pagar,942,2023
"Facilities are maybe great but not apply for here customer service. if you just want to concentrate workout then maybe fine but, if you want at least basic customer service standard then suggested you may reconsider to sign up here. Nobody care you especially receptionist.",2,Virgin Active,Tanjong Pagar,273,2023
I love this club. Amazing trainers and excellent facilities.,5,Virgin Active,Tanjong Pagar,60,2023
"Good equipments and cleanliness.

Horribly hot through. Sweating like crazy.

Why don't you have some fans? It is the stagnant air and no movement causing this.",2,Virgin Active,Tanjong Pagar,160,2023
"Good variety of equipments, fun classes, and cool facilities (pool, nap room, salt room etc) at the TP outlet.",5,Virgin Active,Tanjong Pagar,110,2023
"Amazing gym. Super large, they have all equipment one can think of, several racks and lifting equipment. Clean.",5,Virgin Active,Tanjong Pagar,111,2023
All of the staff here are very professional and friendly especially Justine! She gave me a tour of the gym and explain what facilities are available!,5,Virgin Active,Tanjong Pagar,149,2023
"Awesome place, and of course super helpful manager Nicolas!

Love this branch, especially the swiming pool, fantastic view, chill place to relax after a hardworking gym session.",5,Virgin Active,Tanjong Pagar,177,2023
"Virgin Active Tanjong Pagar has great amenities, equipment, and staff. Nicolas in particular was very friendly and professional. In fact he's the main reason I signed up in VA. Would definitely recommend anyone to look for him if you're thinking of signing up.",5,Virgin Active,Tanjong Pagar,260,2023
"VA is a good gym setup.


Marred only by a lack of courtesy of some members whom had not acquired the etiquette of using shared spaces and facilities.",3,Virgin Active,Tanjong Pagar,150,2023
"Fully functional gym, the salt room is such a bliss to have, a place to relax and nap before heading back to the office. If you are keen to sign up, ping me for a referral link, 50% off ",5,Virgin Active,Tanjong Pagar,186,2023
"A piece of gym equipment fell and nearly crushed me due to poor maintenance and rusted floor bolts. A piece of equipment I have used multiple times a week with no problems for months.

Not surprised. A lot of broken and poorly maintained equipment.

The member of gym staff blamed me for the collapse. Shocked, the member of staff who was on his phone while not watching his own client while attempting to deliver personal training. Super professional trainer.",1,Virgin Active,Tanjong Pagar,460,2023
Front Desk Personnel super friendly. Not so much the senior sales consultant who served me who was only interested of new sales.,3,Virgin Active,Tanjong Pagar,128,2023
"Virgin Active is very badly managed with high turnover and toxic culture.

The management do not listen to their own staff nor their own customers.

Management spends time using club facilities rather than managing the club or engaging staff and customers.

Ive been a VA member in different parts of the world.

Virgin Active Singapore is the worst in comparison. Do not recommend.",1,Virgin Active,Tanjong Pagar,382,2023
excellent gym! wide and bright spaces with great facilities. tips: enjoy the pool in the morning. Great activity to kick start the day,5,Virgin Active,Tanjong Pagar,134,2023
the gym is great. not the customer service - scripted replies without providing any solution. never got a response when been assured they will get back to you.,1,Virgin Active,Tanjong Pagar,159,2023
The best gym in town,5,Virgin Active,Tanjong Pagar,20,2023
Having the ability to put our shoes away for the time of a training should be granted. Why would one pay this annoying 1 sgd aside to simply have what any changing room should offer.,1,Virgin Active,Tanjong Pagar,182,2023
Great Pilates reformer class!,5,Virgin Active,Tanjong Pagar,29,2023
"Very clean, spacious and filled with natural light!!",5,Virgin Active,Tanjong Pagar,52,2022
"Please be careful and consider carefully before signing anything with VA. I visited the gym on a 1 time trial, the gym experience itself was good. So I signed up for a promo online that suits my needs. Once a week club visit for $30 dollars/ week ($30 dollar (is half price promo)/ week for 10 weeks with 12 weeks commitment period, means after the first 10 weeks, I will be paying $60dollar/week).

The supposed link for the specific terms before signing was not working at all (even until today and having counter check it with another browser type and another friend on their mobile/ pc). I made the mistake of assuming it is as straightforward as how it was marketed - one club visit a week. So I paid anyway and read through all the club rules and contract pdf that was sent as soon as I paid. It states nothing about how many classes i could go during the one club visit a week. The club rules pdf and website for class booking mylocker states 6 bookings at any give time and the contract does not indicate anything about class booking. At the end, through my own experience for a month I then realize it is 1 class booking = 1 club visit = 1 credit for each week.

The customer service team responds, but are mostly unaware of promotion details stating its a fairly new promotion or give wrong information which confuses you. At the end, they will just tell you theres nothing that can be done since youve already committed 12 weeks (after 10 weeks you will be charged $60dollar for 1 class booking in a week which is super expensive). The only option given is to appeal (depending on approval) for a change in membership type to contract even longer for unlimited club visit, but seeing their poor customer service I doubt they care very much about their individual members I decide to get this over and done with and return to Fitness First. Probably VA business model only cares about corporate membership which brings them bigger bucks.

Update 9th Nov 22: they actually change the site to specify its 1 club visit/ class per week now for a similar package i took (my friend was considering it so we went to check the site last 2 weeks). But they refuse to refund or even apologize for their mistake before.",1,Virgin Active,Tanjong Pagar,2218,2022
"Pretty spacious and clean. If you ever need a trainer and do not know who to choose, I recommended Ivan to be your trainer. Pretty knowledgeable and will help you to achieve your goals.",5,Virgin Active,Tanjong Pagar,185,2022
"Be extremely careful about signing anything with this gym, especially with the physical trainer Aizuddin Syam. His explanation of the PT offering is just misleading, and I ended up with more classes than I said I wanted. He had sold me a fixed number of classes, but in fact it was a perpetual subscription model. They have an auto-debiting system and simply continued debiting fees for PT fees. I found out too late that I had to initiate canceling the debiting otherwise they will carry on with it perpetually. There was no notice or reminder that the minimum commitment for classes had been met. I tried to obtain a refund for the excess classes after explaining, but didnt manage to.

While it feels really scammy, I wouldnt say it was blatant dishonesty, but I think their processes could be shaped up to prevent miscommunication. They also made little attempt to address my complaint and simply brushed it off, which I thought was extremely disappointing considering its a premium gym with premium fees. I would have continued being a member but they leave me no choice.

Would avoid this gym.",1,Virgin Active,Tanjong Pagar,1099,2022
"Beautiful layout , more equipment that one can shake a stick at. Stunning Himalayan salt room and pool . I was taken around by someone cute but not too bright. Very atas maybe not so much soul.",5,Virgin Active,Tanjong Pagar,193,2022
Modern equipments + spacious,5,Virgin Active,Tanjong Pagar,28,2022
"One of the best gyms in town, great facilities and well maintained equipment.",5,Virgin Active,Tanjong Pagar,77,2022
Don't let the sparkly environment and state of the art equipment fool you. It's a facade and nothing more. Their customer service and recovery do not match up to that facade.,1,Virgin Active,Tanjong Pagar,174,2022
Clean and well equipped gym with good variety of classes. Giving 2 stars less cos pilates instructor Celia looked like she really hated her job and wanted to make everybody else hate it too.,3,Virgin Active,Tanjong Pagar,190,2022
"Premium fees, 3rd class customer service. Doesnt pick up calls or respond to emails",1,Virgin Active,Tanjong Pagar,83,2022
"I like that it is fully connected (sheltered and air-cond) to the train station, and there is a mall downstairs. The facilities are good, and it is a good size. Also a convenient location from the offices around.",5,Virgin Active,Tanjong Pagar,212,2022
Very large and luxurious gym,5,Virgin Active,Tanjong Pagar,28,2022
Extremely wide varieties of equipments and class to attend. Almost all staff and trainers met are professional and very encouraging. Vv motivated environment for workout.,5,Virgin Active,Tanjong Pagar,170,2022
A little expensive,4,Virgin Active,Tanjong Pagar,18,2022
Good facilities and trainers however they overcharged me and I've yet to receive the money back. If you're overcharged it's as good as not seeing that money again.,1,Virgin Active,Tanjong Pagar,163,2022
The gym is great; facilities and instructors are awesome (5 stars!) but customer service has much to be improved on... already had 2 unpleasant encounters and Ive only been a member for 3.5 weeks.,3,Virgin Active,Tanjong Pagar,196,2022
Ruth is amazing! Rocket speed of service Her energy inspires me every morning to push even harder ,5,Virgin Active,Tanjong Pagar,98,2022
Amazing and huge gym to workout in. They have great classes if you want to stay lean and good trainers for helping you out to stay fit...,5,Virgin Active,Tanjong Pagar,137,2022
"An exclusive fitness gym with all the hightech gym equipments. They have wide range of classes. This gym club have Himalayan salt room sleeping pot, and lounge area where you can have free tea and coffee.",5,Virgin Active,Tanjong Pagar,204,2022
"Great gym facility, but terrible customer service & customer recovery. Was promised a refund of the freeze fees, but it has been a month and I did not receive the refund. Sent 2 emails to ask for updates, no replies. Terrible service recovery and a scam of customers who are stopping their membership.",1,Virgin Active,Tanjong Pagar,301,2022
"Horrible customer service, at 10.28pm they turned off the lights while I was still using the machine. We pay loads of money not to be treated and thrown out like this. Never coming back again, dont recommend anyone to go here. To the staff here, learn to treat your clients with some patience. Alert them by 10.25pm to let them know youre gonna close instead of throwing them out like this.",1,Virgin Active,Tanjong Pagar,390,2022
Good spot but super disappointed with the service...booked a Pilates class and when I arrived there was no spot..somebody took my machine spot without reservation and they just didn't do anything...it's really BAD service,1,Virgin Active,Tanjong Pagar,221,2022
"Great space, excellent equipment and beautiful people",5,Virgin Active,Tanjong Pagar,53,2022
"Cozy, favorite virgin active",5,Virgin Active,Tanjong Pagar,28,2022
All in all okay. Mixed attitude from staff; some very nice and friendly where others are apathetic and put in no effort.,3,Virgin Active,Tanjong Pagar,120,2021
Lives up to virgin active reputation. Needs better communication about when facilities are down or limited due to new social distancing constraints or maintenance,5,Virgin Active,Tanjong Pagar,162,2021
Horrible customer service from beginning to end,1,Virgin Active,Tanjong Pagar,47,2021
"Cancellation fee was said to be waived, but still got charged. Refund was promised but never issued (8 weeks gone). Have to keep asking and keep receiving ""we are looking into this"". Let's see if/when this can be solved?",1,Virgin Active,Tanjong Pagar,220,2021
Excellent facilities!,5,Virgin Active,Tanjong Pagar,21,2021
"Its very spacious and the pool is just gorgeous! The staff were lovely and very helpful, looking forward to visiting again sometime ",5,Virgin Active,Tanjong Pagar,132,2021
"A very neat and classy gym...
Positive
Quality",4,Virgin Active,Tanjong Pagar,46,2021
"Arguably the best gym in Singapore!! I usually feel claustrophobic working out indoors but this gym is HUGE and doesn't make me feel that way. Also love the BODYPUMP and Reformer Pilates classes, so excited to try out the Yoga and other classes as well :)",5,Virgin Active,Tanjong Pagar,255,2021
Excellent gym with all the right facilities you need,5,Virgin Active,Tanjong Pagar,52,2021
"extremely disappointed with virgin active. I have supported them since they opened in singapore 5 years ago. in Jan 2020, I signed up for a 2 year plan. paying 180/month for the convenience of going for classes, popping by the gym whenever my work allows me time for it. then covid happened and they froze my membership. Im now locked in till October 2022. however its a very different gym. classes are always booked, in fact it gets booked up the minute the time opens, I have to book a slot to use the gym. due to the nature of my work, I supported virgin because it was accessible all the time, now its accessible only if you book a few days in advance. essentially I can never use the gym.

I brought my concerns to the staff and they said there was nothing they can do. they they will check and come back- they never did, I thought that was poor customer service, especially a client for 5 years. Cancellation fee was 700. makes no sense to pay 700 to save 180*22months. I tried to appeal on the back of the fact that I am a repeat customer and if they let me off with 200 cancellation fee, the likelihood of me re-signing with them when covid restrictions ease is probably 99%. and I probably have to work for the next 20 years and intend to keep fit as well.

essentially, they are willing to earn my 3.9k for the next 22 months, than give me a 500 discount on the cancellation fee and potentially have me as a loyal customer back for perhaps the next 20 years- or about 43k assuming prices dont increase. in short, they are willing to save 500 to risk losing 43k.

perhaps times are bad and they need that 500 today. or the person I spoke with doesnt really care, or the club in general doesnt really care. either way, they did nothing wrong, I signed a contract so they are entitled to enforce it. I just thought the decision making wasnt very long sighted. pretty sure Richard Branson would be happy to lose 500 today then lose 43k over the next 20 years. then again why does he even care about 43k.

I am going to try and appeal again. I sincerely hope they can do something about this. but I want to urge the public to be very careful when you sign any deal with Virgin active. the facilities are great and so are the classes. but be mindful of the probability of getting those classes. they are very low. I used to go the Virgin 3 times a week, now with the restrictions its 1 time a month. my lifestyle has not changed, its just the booking process and circumstance.

if anyone is considering signing virgin, just be mindful of my story. thanks",1,Virgin Active,Tanjong Pagar,2558,2021
Amazing gym with amazing trainers and amazing crew,5,Virgin Active,Tanjong Pagar,50,2021
This place helps me burn calories from eating food. Lots of food.,5,Virgin Active,Tanjong Pagar,65,2021
Nice facility and easy access from MRT,5,Virgin Active,Tanjong Pagar,38,2020
"Edited on Nov 13:
This used to be my favourite Virgin Active outlet, however the service level dropped significantly after lockdown. In addition to other peoples comments, it is unbelievable that the club has been short of face towels for a few months. I mean, how difficult it is to get new towel stock from Fairprice across the street?

Also, the restroom basin is the most inconvenient design ive ever seen. There is a huge mirror right in the middle of the basin, only about 20cm from your face, which rightfully blocks the faucets. It is impossible to wash face, or wash hands without bending ( to look for the faucet).

While there are multiple disinfect spray bottles around as safety measure, many of them are with spoilt spray head. No one ever checks when filling the bottles?

Have been a member for one month, and in love with the facility. Very convenient access to multiple outlets in CBD area, the member experience is good so far (noticed that they set guest pass price bar to control the crowd). One con is the Grid area (aka open training area) is often occupied by back to back group classes after 6pm. For people dont attend classes, many facilities like battle ropes, TRX cannot be used during the time period.",2,Virgin Active,Tanjong Pagar,1231,2020
Pricey,2,Virgin Active,Tanjong Pagar,6,2020
Extreme bad customer experience. Overcharge hundreds of dollars when I have clearly indicated that I do not want to continue my PT anymore. Cannot book any class due to the limited classes. Hugely disappointed and encourage everyone to terminate with Virgin.,1,Virgin Active,Tanjong Pagar,258,2020
"Their customer service is terrible! My trainer quit without any advance notice and I still had pending sessions left which I had paid for. I asked for a refund and they said, they will get back to me. Nobody called me back. I called again and again and each time I was told that they will get the manager to call me back. This went on for 9 months. Meanwhile, I ended up cancelling my membership. And so they finally said, since you have cancelled your membership, you have lost the outstanding PT sessions! I have also been asking them to send me invoices of the payments I had made for 2020. I was told they will email it to me but weeks later, nothing came. Have followed up again and hoping I will receive the details this time!

Really poor experience. Definitely not joining them again.

Update: finally received the invoices.",1,Virgin Active,Tanjong Pagar,832,2020
"Just cancelled my membership. I was charged unfairly for a full cycle (90$) and also a freeze fee (20$) that was waivered during the lockdown and phase 2 and suddenly was reinstated without any notification. On top of that, one of their trainers verbally harassed me which I wrote a long email about. A group of scammers and I am so tired of them. I am switching to Pure after being a member for 3 years - couldn't be happier",1,Virgin Active,Tanjong Pagar,425,2020
My fitness home ,5,Virgin Active,Tanjong Pagar,16,2020
"One of the best gyms I was around the world. Have a lot of classes, all the machines you could need and a lot of space to workout with your own body and weight.",5,Virgin Active,Tanjong Pagar,160,2020
"The best of the Virgin Active gyms in Singapore. Spacious , very well equipped. Separate area from olympic bar exercises. Enough squad racks. Spacious functional training area . Access to relaxing pool area.. what a treat! No need for padlock. Towels , gym shirt and short are provided. Highly recommend!",5,Virgin Active,Tanjong Pagar,304,2020
