review,rating,gym,branch,length,year
"Large new outlet work lots of equipment. Rogue power rack, Eleiko platforms/bumper plates/platform. Theres also an additional octagonal cage like structure with 2 additional racks. Was able to do Olympic lifts and dump the weights on the platform with no issues. Went off peak after lunch on a weekday so crowd was manageable.",5,Fitness First,Paya Lebar,326,2019
"It is one of the bigger Fitness First, definitely bigger than the Capital tower one",5,Fitness First,Paya Lebar,83,2019
"Crowded, badly maintenace and poor hygiene",1,Fitness First,Paya Lebar,42,2019
Nice and clean place here,5,Fitness First,Paya Lebar,25,2019
A new open concept gym with open concept studios. This outlet specialised in boxing and martial arts. Can be quite crowded during peak hours.,4,Fitness First,Paya Lebar,141,2019
"Possibly your worst outlet ever - where is the individual changing room that all your other outlets have?

Small and overcrowded, similar to community centre type of gyms. Will not be back again and glad I do not live in the vicinity. That said, good job on all other other outlets except this one.",1,Fitness First,Paya Lebar,298,2019
Lovely gym.. good atmosphere.,5,Fitness First,Paya Lebar,29,2019
"Have been a member for a few years. Have always just ignored the bad policies from the management but the most recent incident really annoyed me. I just switched my payment mode from credit card to giro. I was told it would take 4-6 weeks to activate and during the transition period, I would have to make a manual payment at the counter when I visit the gym. But on 2nd April I received a call from Geena Kaur asking for my CARD NUMBER and expiry date. I was shocked! I told her I was not comfortable in giving such details over the phone and as I was intending to head down to the gym later in the evening, I told her i would make payment at the counter. But she INSISTED I give it to her over the phone.

When you first sign up, they tell you that you can freeze your membership anytime and the fee can be pro-rated if you need to freeze it for less than a month. When I wanted to freeze my membership for the last 2 weeks of the month, I was told it could not be done. Reason given was that they can only freeze a minimum of a whole month starting from the beginning of the month and the pro-rating was if i cut the freeze before the month ended. Which means if I have to travel, i can only travel after the first week of the month if I want to get it freezed it or get it pro-rated which is absolutely ridiculous.

The counter staffs and trainers were all really nice and friendly, but the management and management staffs are really bad.",1,Fitness First,Paya Lebar,1443,2019
Became a member and regretting it. Bloody waste of money. Overcrowdng with not enough equipments.,1,Fitness First,Paya Lebar,97,2019
this is my gym so of course i loooove it!,5,Fitness First,Paya Lebar,41,2019
New and conducive environment. But now school hols some kids are there with parents. Kee buffing and be fit yo inshaAllah,5,Fitness First,Paya Lebar,121,2019
"When I signed up for a 12-month contract, the agent lied to me that I will be getting a 50% promotional discount for my first month fee. I was shocked FFP Paya Lebar charged me the first fee at full amount. What a scam!",1,Fitness First,Paya Lebar,219,2019
"they requested to hold my IC for locker key. When i said i will not give it, they proposed to trial without locker. what a stupid guess?

btw, from what I saw - smallest FF i ever seen, but still quite functional (mote for marrial art, but not for weight training tho)

definitely not for that money they are asking for it.",1,Fitness First,Paya Lebar,323,2019
"Very nice Gym with open concept design

Quite big,but a bit crowded during evening

They have Boxing classes here,and",4,Fitness First,Paya Lebar,117,2019
"AWESOME NEW GYM, but need a cable Fly machine.",5,Fitness First,Paya Lebar,46,2019
Great FF Platinum gym with a large space and modern facilities. Better than most other FF platinum gyms. Attire is provided. #BrownManReviews,5,Fitness First,Paya Lebar,141,2019
Relatively well equipped gym. Missing a few more mirrors around squat racks. Machine hogging behavior seems to be quite frequently displayed as compared to other FF gyms.,4,Fitness First,Paya Lebar,170,2019
Great Environment! Staff always greet with smile,5,Fitness First,Paya Lebar,48,2019
"expensive and overcrowded. i have to wait more.than 45 mins just to use dumb bell, almost every equipment is used.",1,Fitness First,Paya Lebar,114,2019
Been there for my training on Sunday morning. Quite compare with the peak hours rush 6pm-8pm. Friendly staff and place walking distant from MRT station. There are Giant and NTUC nearby. Easy for shopping after a hearty workout.,4,Fitness First,Paya Lebar,227,2018
Great for the boxing and muay thai enthusiasts as there are so many heavy and water bags. There is a nice choice of flavour infused waters as well.,5,Fitness First,Paya Lebar,147,2018
"Excellent range of equipment, impressed with the range of bodyweight training stations, which include rope climbs, monkey bars and punching bags.

Resistance/free weights area is good, didn't notice an assisted pull-up/dip station or Smith machine. This Area will feel cramped when busy, but during off-peak times the proximity of the machines is actually quite convenient.

My only small gripes are the limited number of cable attachments. The classes are loud but I train with music and this doesn't bother me. Would be frustrating for someone wanting to use the bodyweight training areas whilst there are classes using them, suggest checking the class schedules before planning your training times.

Charging station around the refreshments area is very handy too.",4,Fitness First,Paya Lebar,767,2018
Nope.,1,Fitness First,Paya Lebar,5,2018
"very noisy gym ,because of open Concept so you heard different music playing at the same time and the trainer Keep Shouting with the mic you will become deaf one day.....",1,Fitness First,Paya Lebar,170,2018
"Very horrible design and concept.
The staff excused it as open gym concept. But it does explain these:

Very tiny lifting area.
Very tiny changing room.
Gym close at 10pm then start from 9:30pm stop serving beverage.
Arrived at 7pm twice, both times run out of towels.

It literally the worst fitness first club Ive been",1,Fitness First,Paya Lebar,320,2018
Loud classes conducted side by side without defined work out spaces. Weights are cramped to a corner. Not a conductive environment for a good workout. If I were in one of the classes I would feel very self conscious with the whole gym looking at us and distracted by other programs going on. Gym amenities are clean and the cucumber/lemon water is a nice touch.,2,Fitness First,Paya Lebar,361,2018
"As others have said, a disappointment. Large gym area totally occupied by group classes. Very small and cramped weight area, have to squeeze between machines. Only one squat rack so constant queues. Very small number of plates, and no 1.5kg. Looks fancy but other locations have more equipment. Not sure what FF were thinking",2,Fitness First,Paya Lebar,325,2018
"Changing cabinets got no separation for shoes. Mysteriously inconsiderate design can be found from many else's.

Tiny spaces for weight, unnecessarily huge space for classes. I have used many FF branches but this is definitely one of the worst.",1,Fitness First,Paya Lebar,244,2018
"big dissapointment for this outlet, doesnt even have some basic machine such as Smith machine, time to cancel my membership to go back to cheaper option with better range of equipment",1,Fitness First,Paya Lebar,183,2018
"Terrible outlet to be honest. Feels too gimmicky, you guys have such a huge area, but in reality, the functional usage is just 1/5 of it all. Everything in the changing rooms scream cheapskate and cutting corners on quality and functionality.",2,Fitness First,Paya Lebar,242,2018
"Easy access to my work at Tai Seng Area, really pretty for IG worthy photos.",3,Fitness First,Paya Lebar,76,2018
"Great new location with convenient parking and public transport access. Have a few things I need to point out:-
1) for some inexplicable reason they did away with the little cubby hole in the locker meant for your shoes...
2) its a very small space, of which more than half is probably for group exercise areas, leaving your regular weights/machines/cardio activities squished in a really small area
3) on the plus side, changing and shower areas are really clean! *probably just because it's new*
4) the general workout areas... feel very dusty. Or is that just me",3,Fitness First,Paya Lebar,565,2018
New outlet of fitness first. Equipments and facilities are new . Could have been better if there is a pool and if the classes areas are enclosed to block out the noises.,3,Fitness First,Paya Lebar,169,2018
Biggest disappointment of a gym. Only one squat/power rack and tiny free weight area with 80% of the gym dedicated to class space and punching bags for boot camps. Only two weight trees so you spend the majority of your time searching for plates to use and only a couple of benches in the dumbell space as well. The gym was made to look good on Instagram and not actually be a good gym.,1,Fitness First,Paya Lebar,386,2018
"Located at Singpost Centre at Paya Lebar, this is excellent for people staying in the east of the island, especially in the Bedok and Marine Parade area. It has not opened yet though, it is only going to open sometime in June 2018. Very nearby to the Paya Lebar MRT and bus stops.",5,Fitness First,Paya Lebar,280,2018
